ID,Title,Subtitle,Genre,Popular,Recommended,Searchterms,Key,Year,Catalogue,Instruments,Movements,Description
9740,"Cantata no. 23: Du wahrer Gott und Davids Sohn, BWV.23",,Vocal,0,0,,,,23,,,"Du wahrer Gott und Davids Sohn (You true God and Son of David),&#91;1&#93; BWV 23,&#91;a&#93; is a church cantata by Johann Sebastian Bach. He composed it in Köthen between 1717 and 1723 for Quinquagesima Sunday and performed it as an audition piece for the position of Thomaskantor in Leipzig on 7 February 1723. The Sunday was the last occasion for music at church before the quiet time of Lent."
9200,"Cantata no. 28: Gottlob! Nun geht das Jahr zu Ende, BWV.28",,Vocal,0,0,,,,28,,,"Gottlob! nun geht das Jahr zu Ende (Praise God! Now the year comes to an end),&#91;1&#93; BWV&#160;28,&#91;a&#93; is a church cantata by Johann Sebastian Bach for the Sunday after Christmas. He first performed it on 30 December 1725."
9444,"Cantata no. 29: Wir danken dir Gott, wir danken dir, BWV.29",,Vocal,0,0,,,,29,,,"Wir danken dir, Gott, wir danken dir (We thank you, God, we thank you),&#91;1&#93; BWV&#160;29, is a sacred cantata by Johann Sebastian Bach. He composed it in Leipzig in 1731 for Ratswechsel, the annual inauguration of a new town council, and first performed it on 27 August of that year. The cantata was part of a festive service in the St. Nicholas Church. The cantata text by an unknown author includes in movement 2 the beginning of Psalm 75, and as the closing chorale the fifth stanza of Johann Gramann's ""Nun lob, mein Seel, den Herren"". Bach scored the work in eight movements for four vocal parts and a festive Baroque orchestra of three trumpets, timpani, two oboes, strings, an obbligato organ and basso continuo. The organ dominates the first movement Sinfonia which Bach derived from a Partita for violin. The full orchestra accompanies the first choral movement and plays with the voices in the closing chorale, while a sequence of three arias alternating with two recitatives is scored intimately."
9485,"Cantata no. 30: Freue dich, erlöste Schar, BWV.30",,Vocal,0,0,,,,30,,,"Freue dich, erlöste Schar (Rejoice, redeemed flock), BWV&#160;30.2, BWV&#160;30, is a church cantata by Johann Sebastian Bach. It is one of his later realisations in the June) in 1738, and based its music largely on Angenehmes Wiederau, a secular cantata which he had composed a year earlier. Christian Friedrich Henrici (Picander), the librettist of the secular model of the cantata, is likely also the author of the sacred cantata's version of the text.&#91;1&#93;&#91;2&#93;&#91;3&#93;&#91;4&#93;"
10241,"Cantata no. 30a: Angenehmes Wiederau, freue dich in deinen Auen, BWV.30a ",,Vocal,0,0,,,,30,,,"Freue dich, erlöste Schar (Rejoice, redeemed flock), BWV&#160;30.2, BWV&#160;30, is a church cantata by Johann Sebastian Bach. It is one of his later realisations in the June) in 1738, and based its music largely on Angenehmes Wiederau, a secular cantata which he had composed a year earlier. Christian Friedrich Henrici (Picander), the librettist of the secular model of the cantata, is likely also the author of the sacred cantata's version of the text.&#91;1&#93;&#91;2&#93;&#91;3&#93;&#91;4&#93;"
10214,"Cantata no. 31: Der Himmel lacht! die Erde jubilieret, BWV.31",,Vocal,0,0,,,,31,,,"Der Himmel lacht! Die Erde jubilieret (Heaven laughs! Earth exults),&#91;1&#93; BWV&#160;31, is a church cantata by Johann Sebastian Bach for the first day of Easter. Bach composed the cantata in Weimar and first performed it on 21 April 1715."
9626,"Cantata no. 34: O ewiges Feuer, O Ursprung der Liebe, BWV.34",,Vocal,0,0,,,,34,,,"O ewiges Feuer, o Ursprung der Liebe (O eternal fire, o source of love),&#91;1&#93; BWV&#160;34 (BWV&#160;34.1), is a church cantata by Johann Sebastian Bach. He composed it in Leipzig for Pentecost Sunday, and it was the basis for a later wedding cantata, BWV 34a, beginning with the same line. Bach led the first performance on 1 June 1727.&#91;2&#93;"
10052,"Cantata no. 34a: O ewiges Feuer, O Ursprung der Liebe, BWV.34a",,Vocal,0,0,,,,34,,,"O ewiges Feuer, o Ursprung der Liebe (O eternal fire, o source of love),&#91;1&#93; BWV&#160;34 (BWV&#160;34.1), is a church cantata by Johann Sebastian Bach. He composed it in Leipzig for Pentecost Sunday, and it was the basis for a later wedding cantata, BWV 34a, beginning with the same line. Bach led the first performance on 1 June 1727.&#91;2&#93;"
10002,"Cantata no. 35: Geist und Seele wird verwirret, BWV.35",,Vocal,0,0,,,,35,,,"Geist und Seele wird verwirret (Spirit and soul become confused),&#91;1&#93; BWV&#160;35, is a church cantata by Johann Sebastian Bach. He composed the solo cantata for alto voice in Leipzig for the twelfth Sunday after Trinity and first performed it on 8 September 1726."
9542,"Cantata no. 36: Schwingt freudig euch empor, BWV.36",,Vocal,0,0,,,,36,,,"Johann Sebastian Bach composed the church cantata Schwingt freudig euch empor (Soar joyfully upwards),&#91;1&#93; BWV&#160;36, in Leipzig in 1731 for the first Sunday in Advent. He drew on material from previous congratulatory cantatas, beginning with Schwingt freudig euch empor, BWV 36.1 (1725). The Gospel for the Sunday was the Entry into Jerusalem, thus the mood of the secular work matched ""the people's jubilant shouts of Hosanna"". In a unique structure in Bach's cantatas, he interpolated four movements derived from the former works with four stanzas from two important Advent hymns, to add liturgical focus, three from Luther's ""Nun komm, der Heiden Heiland"" and one from Nicolai's ""Wie schön leuchtet der Morgenstern"". He first performed the cantata in its final form of two parts, eight movements, on 2 December 1731."
9618,"Cantata no. 36b: Die Freude reget sich, BWV.36b",,Vocal,0,0,,,,36,,,"Johann Sebastian Bach composed the church cantata Schwingt freudig euch empor (Soar joyfully upwards),&#91;1&#93; BWV&#160;36, in Leipzig in 1731 for the first Sunday in Advent. He drew on material from previous congratulatory cantatas, beginning with Schwingt freudig euch empor, BWV 36.1 (1725). The Gospel for the Sunday was the Entry into Jerusalem, thus the mood of the secular work matched ""the people's jubilant shouts of Hosanna"". In a unique structure in Bach's cantatas, he interpolated four movements derived from the former works with four stanzas from two important Advent hymns, to add liturgical focus, three from Luther's ""Nun komm, der Heiden Heiland"" and one from Nicolai's ""Wie schön leuchtet der Morgenstern"". He first performed the cantata in its final form of two parts, eight movements, on 2 December 1731."
9766,"Cantata no. 36c: Schwingt freudig euch empor, BWV.36c",,Vocal,0,0,,,,36,,,"Johann Sebastian Bach composed the church cantata Schwingt freudig euch empor (Soar joyfully upwards),&#91;1&#93; BWV&#160;36, in Leipzig in 1731 for the first Sunday in Advent. He drew on material from previous congratulatory cantatas, beginning with Schwingt freudig euch empor, BWV 36.1 (1725). The Gospel for the Sunday was the Entry into Jerusalem, thus the mood of the secular work matched ""the people's jubilant shouts of Hosanna"". In a unique structure in Bach's cantatas, he interpolated four movements derived from the former works with four stanzas from two important Advent hymns, to add liturgical focus, three from Luther's ""Nun komm, der Heiden Heiland"" and one from Nicolai's ""Wie schön leuchtet der Morgenstern"". He first performed the cantata in its final form of two parts, eight movements, on 2 December 1731."
9378,"Cantata no. 37: Wer da glaubet und getauft wird, BWV.37",,Vocal,0,0,,,,37,,,"Wer da gläubet und getauft wird (He who believes and is baptised),&#91;1&#93; BWV 37,&#91;a&#93; is a cantata by Johann Sebastian Bach, a church cantata for the feast of the Ascension of Jesus. Bach composed it in Leipzig and first performed it on 18 May 1724."
10079,"Cantata no. 40: Dazu ist erschienen der Sohn Gottes, BWV.40",,Vocal,0,0,,,,40,,,"Darzu ist erschienen der Sohn Gottes (For this the Son of God appeared),&#91;1&#93; BWV&#160;40, is a church cantata by Johann Sebastian Bach. He composed it in 1723, his first year in Leipzig, for the Second Day of Christmas, and first performed it on 26 December that year in both main churches, Thomaskirche and Nikolaikirche. It was the first Christmas cantata Bach composed for Leipzig. The title of the cantata also appears in more modern German as Dazu ist erschienen der Sohn Gottes."
9059,"Cantata no. 41: Jesu, nun sei gepreiset, BWV.41",,Vocal,0,0,,,,41,,,"Jesu, nun sei gepreiset (Jesus, now be praised),&#91;1&#93; BWV 41,&#91;a&#93; is a church cantata by Johann Sebastian Bach. He composed it in Leipzig for New Year's Day and first performed it on 1 January 1725. It is based on the hymn of the same name that Johannes Hermann wrote for the same occasion, published in 1591. The feast celebrated also the naming of Jesus, but hymn and cantata, while addressing Jesus by name immediately, focus on the turn of the year in thanks for received blessings and prayers for continued support."
9147,"Cantata no. 42: Am Abend aber desselbigen Sabbats, BWV.42",,Vocal,0,0,,,,42,,,"Am Abend aber desselbigen Sabbats (On the evening, however, of the same Sabbath),&#91;1&#93; BWV&#160;42, is a church cantata by Johann Sebastian Bach. He composed it in Leipzig for the first Sunday after Easter and first performed it on 8 April 1725. The cantata is part of Bach's second cantata cycle during his tenure as Thomaskantor that began in 1723. It is the only cantata of that cycle to begin with a sinfonia."
10210,"Cantata no. 43: Gott fähret auf mit Jauchzen, BWV.43",,Vocal,0,0,,,,43,,,"Gott fähret auf mit Jauchzen (""God goes up with jubilation""&#91;1&#93; or ""God has gone up with a shout""), BWV 43,&#91;a&#93; is a church cantata by Johann Sebastian Bach. He composed it in Leipzig for the Feast of the Ascension and first performed it on 30 May 1726. It begins with a quotation from Psalm 47."
9394,"Cantata no. 49: Ich geh und suche mit Verlangen, BWV.49",,Vocal,0,0,,,,49,,,"Johann Sebastian Bach composed the church cantata Ich geh und suche mit Verlangen (I go forth and seek with longing),&#91;1&#93; BWV&#160;49, in Leipzig for the twentieth Sunday after Trinity Sunday and first performed it on 3 November 1726. It is a solo cantata, a dialogue of soprano and bass."
9487,"Cantata no. 50: Nun ist das Heil und die Kraft, BWV.50",,Vocal,0,0,,,,50,,,"Nun ist das Heil und die Kraft (Now is [come] salvation and strength), BWV&#160;50, is a choral movement long attributed to Johann Sebastian Bach and assumed to be part of a lost cantata."
9917,"Cantata no. 51: Jauchzet Gott in allen Landen!, BWV.51",,Vocal,0,0,,,,51,,,"Johann Sebastian Bach composed the church cantata Jauchzet Gott in allen Landen (""Exult in God in every land""&#91;1&#93; or ""Shout for joy to God in all lands""&#91;2&#93;) BWV&#160;51, in Leipzig. The work is Bach's only church cantata scored for a solo soprano and trumpet. He composed it for general use (ogni tempo), in other words not for a particular date in the church calendar, although he used it for the 15th Sunday after Trinity: the first known performance was on 17 September 1730 in Leipzig. The work may have been composed earlier, possibly for an occasion at the court of Christian, Duke of Saxe-Weissenfels, for whom Bach had composed the Hunting Cantata and the Shepherd Cantata."
9076,"Cantata no. 52: Falsche Welt, dir trau ich nicht, BWV.52",,Vocal,0,0,,,,52,,,"Johann Sebastian Bach composed the church cantata Falsche Welt, dir trau ich nicht (False world, I trust you not), BWV 52,&#91;a&#93; in Leipzig for the 23rd Sunday after Trinity. He led the first performance of the solo cantata for soprano on 24 November 1726."
9475,"Cantata no. 54: Widerstehe doch der Sünde . BWV.54",,Vocal,0,0,,,,54,,,"Widerstehe doch der Sünde (Just resist sin),&#91;1&#93; BWV&#160;54,&#91;a&#93; is a church cantata by Johann Sebastian Bach. He composed the solo cantata for alto in Weimar between 1711 and 1714, and probably performed it on the seventh Sunday after Trinity, 15 July 1714. It is Bach's first extant church cantata for a solo voice."
9588,"Cantata no. 56: Ich will den Kreuzstab gerne tragen, BWV.56",,Vocal,0,0,,,,56,,,"Ich will den Kreuzstab gerne tragen (lit.&#8201;'I will gladly carry the cross-staff'), BWV&#160;56, is a church cantata composed by Johann Sebastian Bach for the 19th Sunday after Trinity. It was first performed in Leipzig on 27&#160;October 1726. The composition is a solo cantata ( it is regarded as part of his third cantata cycle."
9082,"Cantata no. 57: Selig ist der Mann, BWV.57",,Vocal,0,0,,,,57,,,"Selig ist der Mann (Blessed is the man),&#91;1&#93; BWV&#160;57, is a church cantata by Johann Sebastian Bach. He wrote the Christmas cantata in Leipzig in 1725 for the Second Day of Christmas, which was celebrated that year as Saint Stephen's Day, and first performed it on 26 December 1725."
9384,"Cantata no. 58: Ach Gott, wie manches Herzeleid, BWV.58",,Vocal,0,0,,,,58,,,"Ach Gott, wie manches Herzeleid (Ah God, how much heartbreak),&#91;1&#93; BWV&#160;58, is a church cantata by Johann Sebastian Bach. He composed the dialogue cantata in Leipzig for the Sunday after New Year's Day."
10106,"Cantata no. 59: Wer mich liebet, der wird mein Wort halten, BWV.59",,Vocal,0,0,,,,59,,,"Wer mich liebet, der wird mein Wort halten (Whoever loves me will keep my word), BWV&#160;59, is a church cantata by Johann Sebastian Bach. He composed the cantata for Pentecost and probably first performed it in Leipzig on 28 May 1724, but an earlier performance on 16 May 1723 at the Paulinerkirche, the University Church of Leipzig, is possible."
10167,"Cantata no. 61: Nun komm, der Heiden Heiland, BWV.61",,Vocal,0,0,,,,61,,,"Johann Sebastian Bach composed the church cantata Nun komm, der Heiden Heiland (Now come, Savior of the heathens),&#91;1&#93; BWV&#160;61, in Weimar for the first Sunday in Advent, the Sunday which begins the liturgical year, and first performed it on 2 December 1714."
9312,"Cantata no. 63: Christen, ätzet diesen Tag, BWV.63",,Vocal,0,0,,,,63,,,"Christen, ätzet diesen Tag (Christians, engrave this day),&#91;1&#93; BWV&#160;63, is a church cantata by Johann Sebastian Bach. He composed the Christmas cantata for the First Day of Christmas, possibly in 1713 for the Liebfrauenkirche in Halle. He performed it again for his first Christmas as Thomaskantor in Leipzig, on 25 December 1723."
9227,"Cantata no. 64: Sehet, welch eine Liebe hat uns der Vater erzeiget, BWV.64",,Vocal,0,0,,,,64,,,"Sehet, welch eine Liebe hat uns der Vater erzeiget (Behold, what a love has the Father shown to us),&#91;1&#93; BWV&#160;64, is a church cantata by Johann Sebastian Bach. He composed the Christmas cantata in Leipzig in 1723 for the third day of Christmas, which is also the Feast of John the Evangelist, and first performed it on 27 December 1723."
10170,"Cantata no. 65: Sie werden aus Saba alle kommen, BWV.65",,Vocal,0,0,,,,65,,,"Sie werden aus Saba alle kommen (They will all come forth out of Sheba),&#91;1&#93; BWV&#160;65, is a church cantata by Johann Sebastian Bach. He composed it in 1724 in Leipzig for Epiphany and first performed it on 6 January 1724 as part of his first cantata cycle."
9672,"Cantata no. 66: Erfreut euch, ihn Herzen, BWV.66",,Vocal,0,0,,,,66,,,"Erfreut euch, ihr Herzen (Rejoice, you hearts),&#91;1&#93; BWV&#160;66.2, BWV&#160;66, &#91;2&#93; is a church cantata for Easter by Johann Sebastian Bach. He composed it for the Second Day of Easter in Leipzig and first performed it on 10 April 1724. He based it on his congratulatory cantata Der Himmel dacht auf Anhalts Ruhm und Glück, BWV&#160;66.1, first performed in Köthen on 10 December 1718."
9773,"Cantata no. 67: Halt im Gedächtnis Jesum Christ, BWV.67",,Vocal,0,0,,,,67,,,"Halt im Gedächtnis Jesum Christ (Keep Jesus Christ in mind),&#91;1&#93; BWV&#160;67, is a church cantata by Johann Sebastian Bach. He composed it in Leipzig for Quasimodogeniti, the first Sunday after Easter, and first performed it on 16 April 1724."
9409,"Cantata no. 68: Also hat Gott die Welt geliebt, BWV.68",,Vocal,0,0,,,,68,,,"Also hat Gott die Welt geliebt (God so loved the world),&#91;1&#93; BWV&#160;68, is a cantata by Johann Sebastian Bach, a church cantata for the second day of Pentecost. Bach composed the cantata in Leipzig and first performed it on 21 May 1725. It is one of nine cantatas on texts by Christiana Mariana von Ziegler, which Bach composed at the end of his second annual cycle of cantatas in Leipzig. In a unique structure among Bach's church cantatas, it begins with a chorale and ends with a complex choral movement on a quotation from the Gospel of John. Bach derived the two arias from his Hunting Cantata. He scored the cantata for two soloists, soprano and bass, a four-part choir, and a Baroque instrumental ensemble of a horn, cornett, three trombones, two oboes, taille (tenor oboe), strings and basso continuo."
9313,"Cantata no. 69: Lobe den Herrn, meine Seele, BWV.69",,Vocal,0,0,,,,69,,,"Lobe den Herrn, meine Seele (Praise the Lord, my soul), BWV&#160;69, also BWV&#160;69.2,&#91;1&#93; is a cantata by Johann Sebastian Bach."
9382,"Cantata no. 69a: Lobe den Herrn, meine Seele, BWV.69a",,Vocal,0,0,,,,69,,,"Lobe den Herrn, meine Seele (Praise the Lord, my soul), BWV&#160;69, also BWV&#160;69.2,&#91;1&#93; is a cantata by Johann Sebastian Bach."
9804,"Cantata no. 71: Gott ist mein König, BWV.71",,Vocal,0,0,,,,71,,,"Gott ist mein König (God is my King),&#91;1&#93; BWV 71,&#91;a&#93; is a cantata by Johann Sebastian Bach written in Mühlhausen when the composer was 22 years old. Unusually for an early cantata by Bach, the date of first performance is known: at the inauguration of a new town council on 4 February 1708."
9790,"Cantata no. 72: Alles nur nach Gottes Willen, BWV.72",,Vocal,0,0,,,,72,,,"Alles nur nach Gottes Willen (Everything according to God's will alone),&#91;1&#93; BWV&#160;72, is a church cantata by Johann Sebastian Bach. He composed it in Leipzig in 1726 for the third Sunday after Epiphany and first performed it on 27 January 1726. Bach used the opening chorus for the Gloria of his Missa in G minor, BWV 235."
9292,"Cantata no. 74: Wer mich lieber, der wird mein Wort halten, BWV.74",,Vocal,0,0,,,,74,,,"Wer mich liebet, der wird mein Wort halten (""If a man love me, he will keep my words"", more 74,&#91;a&#93; is a church cantata by Johann Sebastian Bach. He composed it in Leipzig for Pentecost and first performed it on 20 May 1725."
9180,"Cantata no. 75: Die Elenden sollen essen, BWV.75",,Vocal,0,0,,,,75,,,"Johann Sebastian Bach composed the church cantata Die Elenden sollen essen (The miserable shall eat),&#91;1&#93; BWV&#160;75, for the first Sunday after Trinity. He led its first performance in Leipzig on 30 May 1723, his first Sunday in the position of Thomaskantor. The complex work is in two parts, each consisting of seven movements, and marks the beginning of his first annual cycle of cantatas."
9504,"Cantata no. 77: Du sollt Gott, deinen Herren, lieben, BWV.77",,Vocal,0,0,,,,77,,,"Johann Sebastian Bach composed the church cantata Du sollt Gott, deinen Herren, lieben&#91;a&#93; (You shall love God, your Lord),&#91;1&#93; BWV&#160;77 in Leipzig for the thirteenth Sunday after Trinity and first performed it on 22 August 1723."
9871,"Cantata no. 79: Gott der Herr ist Sonn und Schild, BWV.79",,Vocal,0,0,,,,79,,,"Gott der Herr ist Sonn und Schild ('God the Lord is sun and shield'), BWV 79, is a church cantata for Reformation Day by Johann Sebastian Bach. He composed it in 1725, his third year in the position of Thomaskantor in Leipzig, and led the first performance on 31 October that year. It is possibly his first cantata for the occasion. He used most of the music for two of his four short masses in the 1730s."
10057,"Cantata no. 80: Ein' feste Burg ist unser Gott, BWV.80",,Vocal,0,0,,,,80,,,"Ein feste Burg ist unser Gott (A Mighty Fortress Is Our God), BWV&#160;80 (80.3),&#91;1&#93; is a chorale cantata for Reformation Day by Johann Sebastian Bach. He reworked it from one of his Weimar cantatas, Alles, was von Gott geboren, BWV 80a (80.1).&#91;2&#93; The first Leipzig version of the church cantata, BWV&#160;80b (80.2),&#91;3&#93; may have been composed as early as 1723, some five months after Bach had moved to Leipzig. Some years later he reworked the cantata one more time, writing an extended chorale fantasia as its opening movement. The text of the BWV&#160;80a version was written by Salomon Franck and contained one stanza of Martin Luther's hymn ""Ein feste Burg ist unser Gott""; for his chorale cantata versions, BWV&#160;80b and 80, Bach added the complete text of this Lutheran hymn."
9368,"Cantata no. 82: Ich habe genug, BWV.82",,Vocal,0,0,,,,82,,,"Ich habe genug (a&#93; is a church cantata by Johann Sebastian Bach.&#91;1&#93;&#91;2&#93;&#91;3&#93; He composed the solo cantata for bass in Leipzig in 1727 for the Feast Mariae Reinigung (Purification of Mary) and first performed it on 2 February 1727. In a version for soprano, BWV 82a, possibly first performed in 1731, the part of the obbligato oboe is replaced by a flute. Part of the music appears in the Notebook for Anna Magdalena Bach. The cantata is one of the most recorded and performed of Bach's sacred cantatas. The opening aria and so-called ""slumber aria"" are regarded as some of the most inspired creations of Bach."
9955,"Cantata no. 83: Erfreute Zeit in neuem Bunde, BWV.83",,Vocal,0,0,,,,83,,,"Erfreute Zeit im neuen Bunde (Joyful time in the new covenant), BWV 83,&#91;a&#93; is a church cantata by Johann Sebastian Bach. He wrote it in 1724 in Leipzig for the feast Mariae Reinigung (Purification) and first performed it on 2 February 1724."
9844,"Cantata no. 84: Ich bin vergünt mit meinem Glücke, BWV.84",,Vocal,0,0,,,,84,,,"Ich bin vergnügt mit meinem Glücke (I am content with my fortune),&#91;1&#93; BWV&#160;84, is a church cantata by Johann Sebastian Bach. He composed the solo cantata for soprano in Leipzig in 1727 for the Sunday Septuagesima, and led the first performance, probably on 9 February 1727."
9122,"Cantata no. 85: Ich bin ein guter Hirt, BWV.85",,Vocal,0,0,,,,85,,,"Ich bin ein guter Hirt (I am a Good Shepherd),&#91;1&#93; BWV&#160;85, is a church cantata by Johann Sebastian Bach. He composed it in Leipzig for the second Sunday after Easter and first performed it on 15 April 1725. He wrote the cantata in his second year of his tenure as Thomaskantor that began in 1723, but it is not a chorale cantata, and he later assigned it to his third cantata cycle."
10013,"Cantata no. 86: Wahrlich, wahrlich, ich sage euch, BWV.86",,Vocal,0,0,,,,86,,,"Wahrlich, wahrlich, ich sage euch (Truly, truly I say to you),&#91;1&#93; BWV&#160;86, is a church cantata by Johann Sebastian Bach. He composed it in Leipzig for Rogate, the fifth Sunday after Easter, and first performed it on 14 May 1724."
9274,"Cantata no. 87: Bisher habt ihr nichts gebeten in meinem Namen, BWV.87",,Vocal,0,0,,,,87,,,"Bisher habt ihr nichts gebeten in meinem Namen (Until now you have asked for nothing in My name),&#91;1&#93; BWV 87,&#91;a&#93; is a church cantata by Johann Sebastian Bach. He composed it in Leipzig for Rogate, the fifth Sunday after Easter, and first performed it on 6 May 1725."
10200,"Cantata no. 91: Gelobet seist du, Jesu Christ, BWV.91",,Vocal,0,0,,,,91,,,"Gelobet seist du, Jesu Christ (Praise be to You, Jesus Christ),&#91;1&#93; BWV&#160;91, is a church cantata by Johann Sebastian Bach. He wrote the Christmas cantata in Leipzig in 1724 for Christmas Day and first performed it on 25 December. It is based on the hymn ""Gelobet seist du, Jesu Christ"" by Martin Luther which was 200 years old when Bach wrote the work."
9081,"Cantata no. 92: Ich hab in Gottes Herz und Sinn, BWV.92",,Vocal,0,0,,,,92,,,"Ich hab in Gottes Herz und Sinn (I have given over to God's heart and mind),&#91;1&#93; BWV&#160;92, is a church cantata by Johann Sebastian Bach for use in the Lutheran service. He composed the chorale cantata in Leipzig for Septuagesimae and first performed it on 28 January 1725. It is based on the 1647 hymn ""Ich hab in Gottes Herz und Sinn"" by Paul Gerhardt, and is the only chorale cantata Bach based on a hymn by Gerhardt. The topic of this chorale is faith in God and the submission to his will. In nine movements, it is one of Bach's longer cantatas in terms of structure, text and music."
9252,"Cantata no. 93: Wer nur den lieben Gott lässt walten, BWV.93",,Vocal,0,0,,,,93,,,"Johann Sebastian Bach composed the church cantata Wer nur den lieben Gott läßt walten (Who only lets dear God rule),&#91;1&#93; BWV&#160;93, in Leipzig for the fifth Sunday after Trinity and first performed it on 9 July 1724. It is part of his chorale cantata cycle, the second cantata cycle he started after being appointed Thomaskantor in 1723."
9879,"Cantata no. 94: Was frag ich nach der Welt, BWV.94",,Vocal,0,0,,,,94,,,"Was frag ich nach der Welt (What should I ask of the world),&#91;1&#93; BWV&#160;94 is one of many church cantatas composed by Johann Sebastian Bach. He composed it in Leipzig, setting a text appropriate for the Ninth Sunday after Trinity Sunday, and first performed it on 6 August 1724."
9302,"Cantata no. 95: Christus, der ist mein Leben, BWV.95",,Vocal,0,0,,,,95,,,"Johann Sebastian Bach composed the church cantata Christus, der ist mein Leben (Christ, he is my life),&#91;1&#93; BWV&#160;95 in Leipzig for the 16th Sunday after Trinity and first performed it on 12 September 1723."
10069,"Cantata no. 97: In allen meinen Taten, BWV.97",,Vocal,0,0,,,,97,,,"In allen meinen Taten (In all that I do / In all my undertakings), BWV&#160;97,&#91;a&#93; is a church cantata by Johann Sebastian Bach. He composed the chorale cantata in Leipzig in 1734 for an unspecified occasion. The text consists of the unchanged words of the hymn by Paul Fleming (1642)."
9113,"Cantata no. 98: Was Gott tut, das ist wohlgetan, BWV.98",,Vocal,0,0,,,,98,,,"Johann Sebastian Bach composed the church cantata Was Gott tut, das ist wohlgetan (What God does is well done),&#91;1&#93; BWV&#160;98, in Leipzig for the 21st Sunday after Trinity and first performed it on 10 November 1726."
9782,"Cantata no. 99: Was Gott tut, das ist wohlgetan, BWV.99",,Vocal,0,0,,,,99,,,"Johann Sebastian Bach composed the church cantata Was Gott tut, das ist wohlgetan (What God does is well done),&#91;1&#93; BWV&#160;99, in Leipzig for the 15th Sunday after Trinity and first performed it on 17 September 1724. The chorale cantata is based on the hymn ""Was Gott tut, das ist wohlgetan"" by Samuel Rodigast (1674)."
9209,"Cantata no. 100: Was Gott tut, das ist wohlgetan, BWV.100",,Vocal,0,0,,,,100,,,"Was Gott tut, das ist wohlgetan (What God does is well done),&#91;1&#93; BWV 100,&#91;a&#93; is a church cantata by Johann Sebastian Bach. He composed it in Leipzig between 1732 and 1735. The chorale cantata is based on the hymn ""Was Gott tut, das ist wohlgetan"" Samuel Rodigast (1674)."
10021,"Cantata no. 103: Ihr werdet weinen und heulen, BWV.103",,Vocal,0,0,,,,103,,,"Ihr werdet weinen und heulen (You shall weep and wail),&#91;1&#93; BWV&#160;103, is a cantata by Johann Sebastian Bach, a church cantata for the third Sunday after Easter, called Jubilate."
9983,"Cantata no. 104: Du Hirte Israel, höre, no. 104",,Vocal,0,0,,,,,,,
9840,"Cantata no. 105: Herr, gehe nicht ins Gericht, no. 105",,Vocal,0,0,,,,,,,
9875,"Cantata no. 106: Gottes Zeit ist die allerbeste Zeit, BWV.106",,Vocal,0,0,,,,106,,,"Gottes Zeit ist die allerbeste Zeit (God's time is the very best time),&#91;1&#93; BWV 106,&#91;a&#93; also known as Actus tragicus, is an early sacred cantata composed by Johann Sebastian Bach in Mühlhausen, intended for a funeral."
10065,"Cantata no. 107: Was willst du dich betrüben, BWV.107",,Vocal,0,0,,,,107,,,"Johann Sebastian Bach composed the church cantata Was willst du dich betrüben (Why would you grieve),&#91;1&#93; BWV&#160;107 in Leipzig for the seventh Sunday after Trinity and first performed on 23 July 1724. The chorale cantata is based on Johann Heermann's hymn in seven stanzas ""Was willst du dich betrüben"" (1630)."
10203,"Cantata no. 108: Es ist euch gut, dass ich hingehe, BWV.108",,Vocal,0,0,,,,108,,,"SATB choir"
9196,"Cantata no. 110: Unser Mund sei voll Lachens, BWV.110",,Vocal,0,0,,,,110,,,"Unser Mund sei voll Lachens ('May our mouth be full of laughter'),&#91;1&#93; BWV&#160;110, is a church cantata by Johann Sebastian Bach. He composed the Christmas cantata in Leipzig for Christmas Day and first performed it on 25 December 1725."
10044,"Cantata no. 111: Was mein Gott will, das g'scheh allzeit, BWV.111",,Vocal,0,0,,,,111,,,"Was mein Gott will, das g'scheh allzeit (What my God wants, may it always happen),&#91;1&#93; BWV&#160;111, is a cantata by Johann Sebastian Bach for use in a Lutheran service. He composed the chorale cantata in Leipzig in 1725 for the third Sunday after Epiphany and first performed it on 21 January 1725, as part of his chorale cantata cycle. It is based on the hymn of the same name by Albert, Duke of Prussia, published in 1554, on the topic of the Christian's acceptance of God's will."
9991,"Cantata no. 112: Der Herr ist mein getreuer Hirt, BWV.112",,Vocal,0,0,,,,112,,,"Der Herr ist mein getreuer Hirt (The Lord is my faithful Shepherd),&#91;1&#93; BWV&#160;112, is a cantata by Johann Sebastian Bach, a church cantata for the second Sunday after Easter. Bach composed the chorale cantata in Leipzig and first performed it on 8 April 1731. It is based on the hymn by Wolfgang Meuslin, a paraphrase of Psalm 23 written in 1530, sung to a melody by Nikolaus Decius."
9287,"Cantata no. 116: Du Freidefürst, Herr Jesu Christ, BWV.116",,Vocal,0,0,,,,116,,,"Johann Sebastian Bach composed the church cantata Du Friedefürst, Herr Jesu Christ (You Prince of Peace, Lord Jesus Christ),&#91;1&#93; BWV&#160;116, in Leipzig for the 25th Sunday after Trinity. He led the first performance on 26 November 1724, concluding the liturgical year of 1724."
9280,"Cantata no. 117: Sei Lob' und Ehr' dem höchsten, BWV.117",,Vocal,0,0,,,,117,,,"Sei Lob und Ehr dem höchsten Gut (Praise and honour be to the highest good), BWV&#160;117,&#91;a&#93; is a church cantata by Johann Sebastian Bach. He composed the chorale cantata in Leipzig between 1728 and 1731 for no specific occasion, based on the hymn by Johann Jacob Schütz.&#91;1&#93;"
